1000
[92106429, 0, 6, 12, 14]
select error on 92107263 : [92107263, 11, 3, 5, 4] , correct: [92107263, 11, 3, 5, 11]
select error on 92107264 : [92107264, 2, 16, 15, 6] , correct: [92107264, 2, 16, 15, 8]
select error on 92107265 : [92107265, 11, 10, 8, 9] , correct: [92107265, 11, 10, 8, 8]
select error on 92107266 : [92107266, 2, 12, 16, 10] , correct: [92107266, 2, 12, 16, 1]
select error on 92107267 : [92107267, 17, 4, 1, 18] , correct: [92107267, 17, 4, 1, 11]
select error on 92107268 : [92107268, 10, 0, 11, 6] , correct: [92107268, 10, 0, 11, 19]
select error on 92107269 : [92107269, 13, 5, 10, 15] , correct: [92107269, 13, 5, 10, 17]
select error on 92107270 : [92107270, 14, 12, 5, 15] , correct: [92107270, 14, 12, 5, 5]
select error on 92107271 : [92107271, 8, 9, 4, 14] , correct: [92107271, 8, 9, 4, 1]
select error on 92107272 : [92107272, 20, 15, 14, 10] , correct: [92107272, 20, 15, 14, 6]
select error on 92107273 : [92107273, 16, 7, 10, 3] , correct: [92107273, 16, 7, 10, 7]
select error on 92107274 : [92107274, 11, 7, 16, 4] , correct: [92107274, 11, 7, 16, 14]
select error on 92107275 : [92107275, 7, 20, 2, 1] , correct: [92107275, 7, 20, 2, 17]
select error on 92107276 : [92107276, 3, 0, 18, 14] , correct: [92107276, 3, 0, 18, 18]
select error on 92107277 : [92107277, 5, 0, 14, 19] , correct: [92107277, 5, 0, 14, 10]
select error on 92107278 : [92107278, 1, 18, 13, 16] , correct: [92107278, 1, 18, 13, 4]
select error on 92107279 : [92107279, 5, 19, 19, 16] , correct: [92107279, 5, 19, 19, 0]
select error on 92107280 : [92107280, 14, 3, 2, 7] , correct: [92107280, 14, 3, 2, 13]
select error on 92107281 : [92107281, 3, 4, 19, 1] , correct: [92107281, 3, 4, 19, 9]
select error on 92107282 : [92107282, 6, 13, 19, 13] , correct: [92107282, 6, 13, 19, 1]
select error on 92107284 : [92107284, 7, 13, 14, 0] , correct: [92107284, 7, 13, 14, 20]
select error on 92107285 : [92107285, 0, 16, 12, 19] , correct: [92107285, 0, 16, 12, 6]
select error on 92107286 : [92107286, 8, 13, 12, 20] , correct: [92107286, 8, 13, 12, 5]
select error on 92107287 : [92107287, 10, 3, 14, 20] , correct: [92107287, 10, 3, 14, 1]
select error on 92107288 : [92107288, 5, 0, 15, 7] , correct: [92107288, 5, 0, 15, 3]
select error on 92107289 : [92107289, 20, 7, 12, 1] , correct: [92107289, 20, 7, 12, 8]
select error on 92107290 : [92107290, 15, 19, 2, 14] , correct: [92107290, 15, 19, 2, 13]
select error on 92107291 : [92107291, 10, 17, 14, 8] , correct: [92107291, 10, 17, 14, 18]
select error on 92107292 : [92107292, 20, 17, 17, 20] , correct: [92107292, 20, 17, 17, 4]
select error on 92107293 : [92107293, 20, 11, 11, 8] , correct: [92107293, 20, 11, 11, 18]
select error on 92107294 : [92107294, 8, 10, 10, 6] , correct: [92107294, 8, 10, 10, 9]
select error on 92107295 : [92107295, 4, 3, 10, 11] , correct: [92107295, 4, 3, 10, 18]
select error on 92107296 : [92107296, 6, 10, 12, 2] , correct: [92107296, 6, 10, 12, 17]
select error on 92107297 : [92107297, 13, 17, 17, 19] , correct: [92107297, 13, 17, 17, 4]
select error on 92107298 : [92107298, 17, 18, 6, 9] , correct: [92107298, 17, 18, 6, 14]
select error on 92107299 : [92107299, 19, 11, 12, 17] , correct: [92107299, 19, 11, 12, 20]
select error on 92107300 : [92107300, 3, 18, 19, 19] , correct: [92107300, 3, 18, 19, 0]
select error on 92107301 : [92107301, 8, 18, 2, 12] , correct: [92107301, 8, 18, 2, 4]
select error on 92107302 : [92107302, 9, 12, 3, 16] , correct: [92107302, 9, 12, 3, 17]
select error on 92107303 : [92107303, 15, 14, 15, 8] , correct: [92107303, 15, 14, 15, 4]
select error on 92107304 : [92107304, 9, 11, 18, 11] , correct: [92107304, 9, 11, 18, 9]
select error on 92107305 : [92107305, 5, 9, 14, 10] , correct: [92107305, 5, 9, 14, 19]
select error on 92107306 : [92107306, 10, 18, 19, 20] , correct: [92107306, 10, 18, 19, 18]
select error on 92107307 : [92107307, 3, 1, 13, 15] , correct: [92107307, 3, 1, 13, 11]
select error on 92107308 : [92107308, 8, 17, 4, 10] , correct: [92107308, 8, 17, 4, 15]
select error on 92107309 : [92107309, 0, 4, 2, 14] , correct: [92107309, 0, 4, 2, 12]
select error on 92107310 : [92107310, 7, 11, 5, 15] , correct: [92107310, 7, 11, 5, 3]
select error on 92107311 : [92107311, 1, 16, 7, 11] , correct: [92107311, 1, 16, 7, 5]
select error on 92107312 : [92107312, 18, 16, 8, 7] , correct: [92107312, 18, 16, 8, 2]
select error on 92107313 : [92107313, 10, 9, 13, 18] , correct: [92107313, 10, 9, 13, 15]
select error on 92107314 : [92107314, 6, 13, 9, 7] , correct: [92107314, 6, 13, 9, 19]
select error on 92107315 : [92107315, 6, 9, 11, 3] , correct: [92107315, 6, 9, 11, 12]
select error on 92107316 : [92107316, 6, 10, 12, 16] , correct: [92107316, 6, 10, 12, 5]
select error on 92107317 : [92107317, 2, 7, 13, 17] , correct: [92107317, 2, 7, 13, 4]
select error on 92107318 : [92107318, 12, 11, 13, 19] , correct: [92107318, 12, 11, 13, 17]
select error on 92107319 : [92107319, 7, 1, 4, 5] , correct: [92107319, 7, 1, 4, 17]
select error on 92107320 : [92107320, 10, 11, 19, 6] , correct: [92107320, 10, 11, 19, 3]
select error on 92107321 : [92107321, 18, 14, 11, 11] , correct: [92107321, 18, 14, 11, 3]
select error on 92107322 : [92107322, 7, 16, 1, 15] , correct: [92107322, 7, 16, 1, 6]
select error on 92107323 : [92107323, 8, 17, 3, 3] , correct: [92107323, 8, 17, 3, 20]
select error on 92107324 : [92107324, 1, 13, 20, 12] , correct: [92107324, 1, 13, 20, 2]
select error on 92107325 : [92107325, 20, 17, 2, 8] , correct: [92107325, 20, 17, 2, 15]
select error on 92107326 : [92107326, 6, 13, 2, 2] , correct: [92107326, 6, 13, 2, 10]
select error on 92107327 : [92107327, 19, 6, 10, 0] , correct: [92107327, 19, 6, 10, 16]
select error on 92107328 : [92107328, 8, 2, 5, 17] , correct: [92107328, 8, 2, 5, 2]
select error on 92107329 : [92107329, 8, 8, 12, 15] , correct: [92107329, 8, 8, 12, 11]
select error on 92107330 : [92107330, 17, 4, 4, 7] , correct: [92107330, 17, 4, 4, 17]
select error on 92107331 : [92107331, 1, 5, 19, 13] , correct: [92107331, 1, 5, 19, 12]
select error on 92107332 : [92107332, 16, 10, 16, 2] , correct: [92107332, 16, 10, 16, 18]
select error on 92107333 : [92107333, 5, 4, 2, 15] , correct: [92107333, 5, 4, 2, 20]
select error on 92107334 : [92107334, 11, 20, 12, 10] , correct: [92107334, 11, 20, 12, 1]
select error on 92107335 : [92107335, 5, 18, 4, 2] , correct: [92107335, 5, 18, 4, 3]
select error on 92107336 : [92107336, 4, 7, 9, 1] , correct: [92107336, 4, 7, 9, 8]
select error on 92107337 : [92107337, 9, 19, 17, 11] , correct: [92107337, 9, 19, 17, 7]
select error on 92107339 : [92107339, 16, 20, 18, 12] , correct: [92107339, 16, 20, 18, 7]
select error on 92107340 : [92107340, 17, 19, 13, 6] , correct: [92107340, 17, 19, 13, 4]
select error on 92107341 : [92107341, 19, 17, 9, 20] , correct: [92107341, 19, 17, 9, 8]
select error on 92107342 : [92107342, 9, 14, 11, 18] , correct: [92107342, 9, 14, 11, 19]
select error on 92107343 : [92107343, 10, 10, 11, 20] , correct: [92107343, 10, 10, 11, 18]
select error on 92107344 : [92107344, 15, 12, 16, 4] , correct: [92107344, 15, 12, 16, 8]
select error on 92107346 : [92107346, 7, 0, 3, 10] , correct: [92107346, 7, 0, 3, 9]
select error on 92107347 : [92107347, 5, 0, 3, 19] , correct: [92107347, 5, 0, 3, 17]
select error on 92107348 : [92107348, 18, 10, 20, 1] , correct: [92107348, 18, 10, 20, 15]
select error on 92107349 : [92107349, 6, 11, 7, 2] , correct: [92107349, 6, 11, 7, 10]
select error on 92107350 : [92107350, 3, 18, 2, 0] , correct: [92107350, 3, 18, 2, 6]
select error on 92107351 : [92107351, 1, 0, 0, 8] , correct: [92107351, 1, 0, 0, 13]
select error on 92107352 : [92107352, 4, 4, 13, 4] , correct: [92107352, 4, 4, 13, 14]
select error on 92107353 : [92107353, 18, 6, 20, 8] , correct: [92107353, 18, 6, 20, 16]
select error on 92107354 : [92107354, 14, 8, 17, 18] , correct: [92107354, 14, 8, 17, 14]
select error on 92107355 : [92107355, 16, 19, 2, 13] , correct: [92107355, 16, 19, 2, 3]
select error on 92107356 : [92107356, 4, 12, 20, 15] , correct: [92107356, 4, 12, 20, 10]
select error on 92107357 : [92107357, 18, 18, 20, 15] , correct: [92107357, 18, 18, 20, 7]
select error on 92107358 : [92107358, 4, 9, 7, 19] , correct: [92107358, 4, 9, 7, 15]
select error on 92107359 : [92107359, 20, 17, 12, 15] , correct: [92107359, 20, 17, 12, 9]
select error on 92107360 : [92107360, 4, 17, 7, 3] , correct: [92107360, 4, 17, 7, 19]
select error on 92107361 : [92107361, 15, 19, 1, 2] , correct: [92107361, 15, 19, 1, 16]
select error on 92107362 : [92107362, 16, 7, 13, 11] , correct: [92107362, 16, 7, 13, 6]
select error on 92107363 : [92107363, 1, 12, 20, 18] , correct: [92107363, 1, 12, 20, 13]
select error on 92107364 : [92107364, 14, 3, 16, 18] , correct: [92107364, 14, 3, 16, 5]
select error on 92107365 : [92107365, 9, 16, 20, 8] , correct: [92107365, 9, 16, 20, 18]
select error on 92107366 : [92107366, 8, 12, 15, 8] , correct: [92107366, 8, 12, 15, 6]
select error on 92107367 : [92107367, 18, 3, 13, 17] , correct: [92107367, 18, 3, 13, 11]
select error on 92107368 : [92107368, 8, 9, 15, 4] , correct: [92107368, 8, 9, 15, 1]
select error on 92107369 : [92107369, 8, 16, 8, 20] , correct: [92107369, 8, 16, 8, 1]
select error on 92107370 : [92107370, 19, 13, 6, 3] , correct: [92107370, 19, 13, 6, 6]
select error on 92107371 : [92107371, 16, 15, 8, 6] , correct: [92107371, 16, 15, 8, 0]
select error on 92107372 : [92107372, 5, 12, 3, 13] , correct: [92107372, 5, 12, 3, 18]
select error on 92107373 : [92107373, 15, 2, 4, 17] , correct: [92107373, 15, 2, 4, 3]
select error on 92107374 : [92107374, 20, 5, 19, 14] , correct: [92107374, 20, 5, 19, 17]
select error on 92107375 : [92107375, 11, 2, 16, 9] , correct: [92107375, 11, 2, 16, 18]
select error on 92107376 : [92107376, 6, 7, 0, 20] , correct: [92107376, 6, 7, 0, 5]
select error on 92107377 : [92107377, 2, 2, 13, 16] , correct: [92107377, 2, 2, 13, 13]
select error on 92107379 : [92107379, 2, 7, 11, 1] , correct: [92107379, 2, 7, 11, 6]
select error on 92107381 : [92107381, 3, 9, 2, 20] , correct: [92107381, 3, 9, 2, 12]
select error on 92107382 : [92107382, 7, 20, 0, 10] , correct: [92107382, 7, 20, 0, 2]
select error on 92107383 : [92107383, 17, 15, 14, 11] , correct: [92107383, 17, 15, 14, 2]
select error on 92107385 : [92107385, 10, 2, 20, 20] , correct: [92107385, 10, 2, 20, 0]
select error on 92107386 : [92107386, 1, 7, 10, 19] , correct: [92107386, 1, 7, 10, 13]
select error on 92107387 : [92107387, 3, 13, 8, 2] , correct: [92107387, 3, 13, 8, 19]
select error on 92107388 : [92107388, 12, 1, 16, 13] , correct: [92107388, 12, 1, 16, 12]
select error on 92107389 : [92107389, 0, 9, 6, 0] , correct: [92107389, 0, 9, 6, 9]
select error on 92107390 : [92107390, 7, 0, 1, 2] , correct: [92107390, 7, 0, 1, 3]
select error on 92107391 : [92107391, 0, 3, 7, 5] , correct: [92107391, 0, 3, 7, 8]
select error on 92107392 : [92107392, 14, 10, 5, 10] , correct: [92107392, 14, 10, 5, 3]
select error on 92107393 : [92107393, 5, 0, 16, 2] , correct: [92107393, 5, 0, 16, 20]
select error on 92107395 : [92107395, 12, 17, 6, 0] , correct: [92107395, 12, 17, 6, 1]
select error on 92107396 : [92107396, 7, 17, 8, 9] , correct: [92107396, 7, 17, 8, 6]
select error on 92107397 : [92107397, 13, 19, 0, 8] , correct: [92107397, 13, 19, 0, 2]
select error on 92107398 : [92107398, 4, 12, 0, 8] , correct: [92107398, 4, 12, 0, 4]
select error on 92107399 : [92107399, 3, 10, 12, 20] , correct: [92107399, 3, 10, 12, 0]
select error on 92107400 : [92107400, 1, 17, 14, 0] , correct: [92107400, 1, 17, 14, 4]
select error on 92107402 : [92107402, 10, 20, 16, 13] , correct: [92107402, 10, 20, 16, 4]
select error on 92107403 : [92107403, 2, 2, 9, 11] , correct: [92107403, 2, 2, 9, 5]
select error on 92107404 : [92107404, 2, 14, 3, 11] , correct: [92107404, 2, 14, 3, 5]
select error on 92107405 : [92107405, 7, 1, 3, 13] , correct: [92107405, 7, 1, 3, 16]
select error on 92107406 : [92107406, 20, 11, 6, 14] , correct: [92107406, 20, 11, 6, 16]
select error on 92107407 : [92107407, 6, 6, 3, 9] , correct: [92107407, 6, 6, 3, 5]
select error on 92107408 : [92107408, 5, 2, 3, 3] , correct: [92107408, 5, 2, 3, 10]
select error on 92107409 : [92107409, 8, 11, 4, 12] , correct: [92107409, 8, 11, 4, 11]
select error on 92107410 : [92107410, 11, 14, 4, 19] , correct: [92107410, 11, 14, 4, 0]
select error on 92107411 : [92107411, 6, 8, 3, 8] , correct: [92107411, 6, 8, 3, 6]
select error on 92107412 : [92107412, 1, 14, 16, 2] , correct: [92107412, 1, 14, 16, 6]
select error on 92107413 : [92107413, 5, 2, 11, 17] , correct: [92107413, 5, 2, 11, 19]
select error on 92107414 : [92107414, 11, 15, 19, 17] , correct: [92107414, 11, 15, 19, 6]
select error on 92107415 : [92107415, 19, 11, 14, 4] , correct: [92107415, 19, 11, 14, 0]
select error on 92107416 : [92107416, 16, 1, 13, 6] , correct: [92107416, 16, 1, 13, 17]
select error on 92107417 : [92107417, 0, 19, 19, 2] , correct: [92107417, 0, 19, 19, 15]
select error on 92107418 : [92107418, 16, 5, 3, 8] , correct: [92107418, 16, 5, 3, 7]
select error on 92107419 : [92107419, 7, 11, 13, 9] , correct: [92107419, 7, 11, 13, 17]
select error on 92107420 : [92107420, 10, 8, 11, 16] , correct: [92107420, 10, 8, 11, 1]
select error on 92107421 : [92107421, 11, 3, 2, 15] , correct: [92107421, 11, 3, 2, 6]
select error on 92107422 : [92107422, 10, 19, 10, 5] , correct: [92107422, 10, 19, 10, 16]
select error on 92107423 : [92107423, 3, 19, 19, 9] , correct: [92107423, 3, 19, 19, 17]
select error on 92107424 : [92107424, 4, 6, 19, 7] , correct: [92107424, 4, 6, 19, 12]
select error on 92107425 : [92107425, 3, 12, 2, 4] , correct: [92107425, 3, 12, 2, 16]
select error on 92107426 : [92107426, 12, 6, 11, 6] , correct: [92107426, 12, 6, 11, 18]
select error on 92107427 : [92107427, 6, 16, 14, 9] , correct: [92107427, 6, 16, 14, 11]
select error on 92107428 : [92107428, 11, 0, 14, 0] , correct: [92107428, 11, 0, 14, 13]
Select finished
